id,track,artist,artist,month,year,posThen,posHighest,duration,tempo,timeSignature,mode,key,loudness,danceability,energy
0eFDQdRfmpJ6nADyzsbb2M,ONE,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,5,2011,19,2,3765307,127.905,4,1,8,-5.667,0.726,0.843
2phQHT9AGWCzCoujB6k7l7,TAKE IT BACK,TODDLA T,TODDLA T,5,2011,20,20,195120,122.952,4,0,9,-2.64,0.602,0.963
47uhrF6IvyE2eUyyfLAEzf,KATY ON A MISSION,KATY B,KATY B,5,2011,22,1,219120,139.898,4,1,8,-5.211,0.675,0.731
6zOz0r54x5pjsEnmaj1kzF,HEY,MILK,MILK,5,2011,23,13,304733,126.484,4,0,6,-8.106,0.839,0.826
64I0O6ZipYryKte1cHA2EY,END CREDITS,CHASE,CHASE,5,2011,24,2,200600,175.064,4,0,1,-4.76,0.231,0.77
5HQDspxnwlx9RCJINFxeGZ,CIVILIZATION,JUSTICE,JUSTICE,5,2011,25,9,250826,111.984,4,0,9,-5.296,0.575,0.625
2RTBAKK2aDoIWnVyCcYaB4,WE NO SPEAK AMERICANO,YOLANDA BE COOL,YOLANDA BE COOL,5,2011,27,1,178733,124.992,4,0,10,-6.594,0.912,0.686
1lwau2gPPEUf1bQhT4Vdlb,BARBRA STREISAND,DUCK SAUCE,DUCK SAUCE,5,2011,30,1,192733,127.954,4,1,1,-7.486,0.767,0.761
5pwDME1hSmUZSYWHKwIfEC,WHEN LOVE TAKES OVER,DAVID GUETTA,DAVID GUETTA,5,2011,31,1,201560,129.951,4,1,11,-5.88,0.648,0.854
3TueQya4suLbNmjrAP03D5,STEREO LOVE,EDWARD MAYA,EDWARD MAYA,5,2011,33,1,206787,130.03,4,0,1,-6.757,0.686,0.878
1XBXKpbbxaIoik48ntAfUU,CLUB CAN'T HANDLE ME,FLO RIDA,FLO RIDA,5,2011,35,1,220997,127.971,4,1,0,-12.764,0.688,0.438
5JwaKuFciGErKq01IHfC9u,LET YOU GO,CHASE,CHASE,5,2011,37,3,234920,131.703,4,0,10,-3.031,0.385,0.785
63ukZBVIUfKfEqDJRGuctJ,MEMORIES,DAVID GUETTA,DAVID GUETTA,5,2011,40,2,209653,129.99,4,1,8,-6.772,0.548,0.8
0IkKz2J93C94Ei4BvDop7P,PARTY ROCK ANTHEM,LMFAO,LMFAO,6,2011,1,1,262173,130.024,4,1,1,-4.153,0.739,0.725
4zIaXqKCXZs02eB6jEe5Mf,MR SAXOBEAT,ALEXANDRA STAN,ALEXANDRA STAN,6,2011,2,2,195280,127.047,4,0,11,-4.162,0.711,0.928
4bxI9ChxEjVVqtFZmWRrR4,BEAUTIFUL PEOPLE,CHRIS BROWN,CHRIS BROWN,6,2011,3,2,226400,127.926,4,0,5,-5.373,0.632,0.795
0R7YVi7w41Dr9jU5vblAok,SWEAT,SNOOP DOGG,SNOOP DOGG,6,2011,4,2,195744,130.02,4,1,7,-5.636,0.813,0.732
65hRZOQkVjmBdusz1N7aOv,SAVE THE WORLD,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,6,2011,5,5,213338,126.879,4,1,0,-7.598,0.507,0.665
3djPwpsQAnp8B8gC81e7fk,WHERE THEM GIRLS AT,DAVID GUETTA,DAVID GUETTA,6,2011,6,2,210081,129.902,4,0,0,-3.116,0.662,0.873
6eU60ONpRUQPIOiWaxfWOF,SUN IS UP,INNA,INNA,6,2011,7,5,224533,127.984,4,0,0,-3.763,0.793,0.882
012i4STkfLHBz3XbHaSQmU,DIRTY TALK,WYNTER GORDON,WYNTER GORDON,6,2011,8,6,465325,128.01,4,0,6,-8.476,0.799,0.434
2HOMVMnOukowkziBJZyf7o,TIME,CHASE,CHASE,6,2011,9,6,260427,139.987,4,0,9,-5.475,0.535,0.926
1nPPh0CiKqVvYl4Mx1aZ21,JUST CAN'T GET ENOUGH,BLACK EYED PEAS,BLACK EYED PEAS,6,2011,10,1,219440,93.96,4,0,0,-8.65,0.482,0.625
0BNyKP5Or3d9XG65zTn7VB,HELLO,MARTIN SOLVEIG,MARTIN SOLVEIG,6,2011,11,2,281390,127.993,4,1,3,-4.19,0.668,0.941
2ubpo3KECcJcel60YSTPdQ,DON'T STOP THE PARTY,BLACK EYED PEAS,BLACK EYED PEAS,6,2011,12,12,367413,128.002,4,1,0,-6.058,0.877,0.739
2IKmGF8mI9rN3Vyh75A0y6,WHO'S THAT CHICK,DAVID GUETTA,DAVID GUETTA,6,2011,13,1,275760,127.975,4,0,11,-8.546,0.785,0.376
2phQHT9AGWCzCoujB6k7l7,TAKE IT BACK,TODDLA T,TODDLA T,6,2011,14,13,195120,122.952,4,0,9,-2.64,0.602,0.963
0eFDQdRfmpJ6nADyzsbb2M,ONE,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,6,2011,15,2,3765307,127.905,4,1,8,-5.667,0.726,0.843
7dAJBJpJXQMqreaeAixixF,MIAMI 2 IBIZA,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,6,2011,16,1,407000,127.976,4,0,11,-4.693,0.668,0.809
1gTJIOpP63p5UL7DIhvpW6,EASY PLEASE ME,KATY B,KATY B,6,2011,17,16,235813,140.003,4,0,10,-5.258,0.757,0.74
04OxTCLGgDKfO0MMA2lcxv,BLIND FAITH,CHASE,CHASE,6,2011,18,1,233667,139.913,4,0,9,-4.694,0.454,0.854
5JwaKuFciGErKq01IHfC9u,LET YOU GO,CHASE,CHASE,6,2011,19,3,234920,131.703,4,0,10,-3.031,0.385,0.785
1lwau2gPPEUf1bQhT4Vdlb,BARBRA STREISAND,DUCK SAUCE,DUCK SAUCE,6,2011,20,1,192733,127.954,4,1,1,-7.486,0.767,0.761
3XU0Yroic44ga05pKlGDy4,CMON,TIESTO,TIESTO,6,2011,21,1,245733,128.021,4,0,7,-6.824,0.722,0.92
64I0O6ZipYryKte1cHA2EY,END CREDITS,CHASE,CHASE,6,2011,22,2,200600,175.064,4,0,1,-4.76,0.231,0.77
3hsBI1UxLFrIfYgfl56Nih,THE TIME,BLACK EYED PEAS,BLACK EYED PEAS,6,2011,23,1,307640,127.991,4,1,9,-7.76,0.826,0.796
7FZh3I56BkVHpodjxAJcIL,I NEED AIR,MAGNETIC MAN,MAGNETIC MAN,6,2011,24,3,256307,182.394,4,0,6,-5.173,0.318,0.836
0xIof5gmHjFY0t1eX7angP,ME AND YOU,NERO,NERO,6,2011,25,3,247480,144.124,4,1,0,-3.744,0.423,0.928
7khKq9imin7Z4SWNcacxvR,BROKEN RECORD,KATY B,KATY B,6,2011,27,3,198587,129.931,4,1,0,-5.07,0.623,0.723
7neVcKsbivjMDIkdfoao5m,BOW CHICKA WOW WOW,MIKE POSNER,MIKE POSNER,6,2011,28,28,223253,73.422,4,1,7,-5.381,0.626,0.67
2NRRrr8ylDK38KD3Ffbw4K,BTSTU,JAI PAUL,JAI PAUL,6,2011,29,26,210001,89.962,4,1,1,-6.709,0.665,0.389
2RTBAKK2aDoIWnVyCcYaB4,WE NO SPEAK AMERICANO,YOLANDA BE COOL,YOLANDA BE COOL,6,2011,30,1,178733,124.992,4,0,10,-6.594,0.912,0.686
47uhrF6IvyE2eUyyfLAEzf,KATY ON A MISSION,KATY B,KATY B,6,2011,32,1,219120,139.898,4,1,8,-5.211,0.675,0.731
44WAYtpWSi47mk88OrjBng,MR SAXOBEAT,MR SAXOBEAT,MR SAXOBEAT,6,2011,33,33,195938,128.043,4,0,11,-5.824,0.675,0.96
5pwDME1hSmUZSYWHKwIfEC,WHEN LOVE TAKES OVER,DAVID GUETTA,DAVID GUETTA,6,2011,35,1,201560,129.951,4,1,11,-5.88,0.648,0.854
7bLbuKipY5RHQW9q2xhxoh,PON DE FLOOR,MAJOR LAZER,MAJOR LAZER,6,2011,36,15,187560,127.992,4,1,0,-5.118,0.895,0.957
1fc12F23NDBAN1Y75GEc1v,BASS CANNON,FLUX PAVILION,FLUX PAVILION,6,2011,37,8,310411,139.928,4,0,8,-4.292,0.675,0.827
7vYutw14Ch1Ee1ZmU7gLQ7,EVERYDAY,RUSKO,RUSKO,6,2011,38,18,251670,173.893,4,1,2,-5.056,0.362,0.933
1XBXKpbbxaIoik48ntAfUU,CLUB CAN'T HANDLE ME,FLO RIDA,FLO RIDA,6,2011,39,1,220997,127.971,4,1,0,-12.764,0.688,0.438
3YnIh3YfgIhWycoT1uROFf,HARDER BETTER FASTER STRONGER,DAFT PUNK,DAFT PUNK,6,2011,40,3,390417,150.031,4,0,11,-4.331,0.649,0.971
2bf2YIN0GBbYqR6A9SaSXQ,CHANGED THE WAY YOU KISS ME,EXAMPLE,EXAMPLE,7,2011,1,1,193107,126.97,4,0,4,-3.778,0.576,0.842
4Q6RvpoURA3pxuYf61owXN,BOUNCE,CALVIN HARRIS,CALVIN HARRIS,7,2011,2,2,235000,130.709,4,0,9,-4.156,0.807,0.947
4zIaXqKCXZs02eB6jEe5Mf,MR SAXOBEAT,ALEXANDRA STAN,ALEXANDRA STAN,7,2011,3,1,195280,127.047,4,0,11,-4.162,0.711,0.928
0IkKz2J93C94Ei4BvDop7P,PARTY ROCK ANTHEM,LMFAO,LMFAO,7,2011,4,1,262173,130.024,4,1,1,-4.153,0.739,0.725
4bxI9ChxEjVVqtFZmWRrR4,BEAUTIFUL PEOPLE,CHRIS BROWN,CHRIS BROWN,7,2011,5,2,226400,127.926,4,0,5,-5.373,0.632,0.795
2ubpo3KECcJcel60YSTPdQ,DON'T STOP THE PARTY,BLACK EYED PEAS,BLACK EYED PEAS,7,2011,6,6,367413,128.002,4,1,0,-6.058,0.877,0.739
0R7YVi7w41Dr9jU5vblAok,SWEAT,SNOOP DOGG,SNOOP DOGG,7,2011,7,2,195744,130.02,4,1,7,-5.636,0.813,0.732
3djPwpsQAnp8B8gC81e7fk,WHERE THEM GIRLS AT,DAVID GUETTA,DAVID GUETTA,7,2011,8,2,210081,129.902,4,0,0,-3.116,0.662,0.873
65hRZOQkVjmBdusz1N7aOv,SAVE THE WORLD,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,7,2011,9,5,213338,126.879,4,1,0,-7.598,0.507,0.665
012i4STkfLHBz3XbHaSQmU,DIRTY TALK,WYNTER GORDON,WYNTER GORDON,7,2011,10,6,465325,128.01,4,0,6,-8.476,0.799,0.434
6eU60ONpRUQPIOiWaxfWOF,SUN IS UP,INNA,INNA,7,2011,11,5,224533,127.984,4,0,0,-3.763,0.793,0.882
1gTJIOpP63p5UL7DIhvpW6,EASY PLEASE ME,KATY B,KATY B,7,2011,12,10,235813,140.003,4,0,10,-5.258,0.757,0.74
288EugdWdu9RZNh8EYXV0n,CHAMPAGNE SHOWERS,LMFAO,LMFAO,7,2011,13,13,264080,130.047,4,0,7,-3.976,0.588,0.849
74enEN2WO8y91BWAXagreh,WHAT A FEELING,ALEX GAUDINO,ALEX GAUDINO,7,2011,14,3,284947,129.35,4,1,2,-6.163,0.658,0.923
6z6wCcdUqnfINbE9uvrsJ5,SAN FRANCISCO,CASCADA,CASCADA,7,2011,15,15,226053,126.036,4,1,10,-6.525,0.699,0.76
0BNyKP5Or3d9XG65zTn7VB,HELLO,MARTIN SOLVEIG,MARTIN SOLVEIG,7,2011,16,2,281390,127.993,4,1,3,-4.19,0.668,0.941
04OxTCLGgDKfO0MMA2lcxv,BLIND FAITH,CHASE,CHASE,7,2011,17,1,233667,139.913,4,0,9,-4.694,0.454,0.854
2HOMVMnOukowkziBJZyf7o,TIME,CHASE,CHASE,7,2011,18,6,260427,139.987,4,0,9,-5.475,0.535,0.926
2IKmGF8mI9rN3Vyh75A0y6,WHO'S THAT CHICK,DAVID GUETTA,DAVID GUETTA,7,2011,19,1,275760,127.975,4,0,11,-8.546,0.785,0.376
1nPPh0CiKqVvYl4Mx1aZ21,JUST CAN'T GET ENOUGH,BLACK EYED PEAS,BLACK EYED PEAS,7,2011,20,1,219440,93.96,4,0,0,-8.65,0.482,0.625
0BlGTqfeWoSOd0LId5imGt,HITZ,CHASE,CHASE,7,2011,21,21,188227,125.009,5,1,9,-3.615,0.425,0.913
7dAJBJpJXQMqreaeAixixF,MIAMI 2 IBIZA,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,7,2011,24,1,407000,127.976,4,0,11,-4.693,0.668,0.809
0eFDQdRfmpJ6nADyzsbb2M,ONE,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,7,2011,25,2,3765307,127.905,4,1,8,-5.667,0.726,0.843
3hsBI1UxLFrIfYgfl56Nih,THE TIME,BLACK EYED PEAS,BLACK EYED PEAS,7,2011,28,1,307640,127.991,4,1,9,-7.76,0.826,0.796
64I0O6ZipYryKte1cHA2EY,END CREDITS,CHASE,CHASE,7,2011,29,2,200600,175.064,4,0,1,-4.76,0.231,0.77
5JwaKuFciGErKq01IHfC9u,LET YOU GO,CHASE,CHASE,7,2011,30,3,234920,131.703,4,0,10,-3.031,0.385,0.785
3XU0Yroic44ga05pKlGDy4,CMON,TIESTO,TIESTO,7,2011,31,1,245733,128.021,4,0,7,-6.824,0.722,0.92
0xIof5gmHjFY0t1eX7angP,ME AND YOU,NERO,NERO,7,2011,32,3,247480,144.124,4,1,0,-3.744,0.423,0.928
44WAYtpWSi47mk88OrjBng,MR SAXOBEAT,MR SAXOBEAT,MR SAXOBEAT,7,2011,33,31,195938,128.043,4,0,11,-5.824,0.675,0.96
47uhrF6IvyE2eUyyfLAEzf,KATY ON A MISSION,KATY B,KATY B,7,2011,34,1,219120,139.898,4,1,8,-5.211,0.675,0.731
2WMRd3xAb9FwXopCRNWDq1,WILDFIRE,SBTRKT,SBTRKT,7,2011,35,35,201000,139.581,4,0,0,-7.188,0.835,0.481
2RTBAKK2aDoIWnVyCcYaB4,WE NO SPEAK AMERICANO,YOLANDA BE COOL,YOLANDA BE COOL,7,2011,36,1,178733,124.992,4,0,10,-6.594,0.912,0.686
7khKq9imin7Z4SWNcacxvR,BROKEN RECORD,KATY B,KATY B,7,2011,38,3,198587,129.931,4,1,0,-5.07,0.623,0.723
1lwau2gPPEUf1bQhT4Vdlb,BARBRA STREISAND,DUCK SAUCE,DUCK SAUCE,7,2011,39,1,192733,127.954,4,1,1,-7.486,0.767,0.761
4Q6RvpoURA3pxuYf61owXN,BOUNCE,CALVIN HARRIS,CALVIN HARRIS,8,2011,2,2,235000,130.709,4,0,9,-4.156,0.807,0.947
6JH56gZC7EJDcoxabVcWVL,LITTLE BAD GIRL,DAVID GUETTA,DAVID GUETTA,8,2011,3,3,190977,127.019,4,0,11,-2.698,0.675,0.842
4zIaXqKCXZs02eB6jEe5Mf,MR SAXOBEAT,ALEXANDRA STAN,ALEXANDRA STAN,8,2011,4,1,195280,127.047,4,0,11,-4.162,0.711,0.928
2bf2YIN0GBbYqR6A9SaSXQ,CHANGED THE WAY YOU KISS ME,EXAMPLE,EXAMPLE,8,2011,5,1,193107,126.97,4,0,4,-3.778,0.576,0.842
3djPwpsQAnp8B8gC81e7fk,WHERE THEM GIRLS AT,DAVID GUETTA,DAVID GUETTA,8,2011,6,2,210081,129.902,4,0,0,-3.116,0.662,0.873
0IkKz2J93C94Ei4BvDop7P,PARTY ROCK ANTHEM,LMFAO,LMFAO,8,2011,7,1,262173,130.024,4,1,1,-4.153,0.739,0.725
4bxI9ChxEjVVqtFZmWRrR4,BEAUTIFUL PEOPLE,CHRIS BROWN,CHRIS BROWN,8,2011,8,2,226400,127.926,4,0,5,-5.373,0.632,0.795
0R7YVi7w41Dr9jU5vblAok,SWEAT,SNOOP DOGG,SNOOP DOGG,8,2011,9,2,195744,130.02,4,1,7,-5.636,0.813,0.732
288EugdWdu9RZNh8EYXV0n,CHAMPAGNE SHOWERS,LMFAO,LMFAO,8,2011,10,9,264080,130.047,4,0,7,-3.976,0.588,0.849
0BlGTqfeWoSOd0LId5imGt,HITZ,CHASE,CHASE,8,2011,11,11,188227,125.009,5,1,9,-3.615,0.425,0.913
7pxbqMVPAlRagYCklwbAca,ANTHEMIC,MAGNETIC MAN,MAGNETIC MAN,8,2011,12,12,368840,139.995,4,0,9,-5.251,0.595,0.578
6jNM6fKx3WnyHbWBI9hs2r,CINEMA,BENNY BENASSI,BENNY BENASSI,8,2011,13,13,307987,145.085,4,0,6,-3.807,0.635,0.983
012i4STkfLHBz3XbHaSQmU,DIRTY TALK,WYNTER GORDON,WYNTER GORDON,8,2011,14,6,465325,128.01,4,0,6,-8.476,0.799,0.434
65hRZOQkVjmBdusz1N7aOv,SAVE THE WORLD,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,8,2011,15,5,213338,126.879,4,1,0,-7.598,0.507,0.665
2ubpo3KECcJcel60YSTPdQ,DON'T STOP THE PARTY,BLACK EYED PEAS,BLACK EYED PEAS,8,2011,16,6,367413,128.002,4,1,0,-6.058,0.877,0.739
6eU60ONpRUQPIOiWaxfWOF,SUN IS UP,INNA,INNA,8,2011,17,5,224533,127.984,4,0,0,-3.763,0.793,0.882
04OxTCLGgDKfO0MMA2lcxv,BLIND FAITH,CHASE,CHASE,8,2011,18,1,233667,139.913,4,0,9,-4.694,0.454,0.854
1gTJIOpP63p5UL7DIhvpW6,EASY PLEASE ME,KATY B,KATY B,8,2011,19,10,235813,140.003,4,0,10,-5.258,0.757,0.74
1nPPh0CiKqVvYl4Mx1aZ21,JUST CAN'T GET ENOUGH,BLACK EYED PEAS,BLACK EYED PEAS,8,2011,21,1,219440,93.96,4,0,0,-8.65,0.482,0.625
2HOMVMnOukowkziBJZyf7o,TIME,CHASE,CHASE,8,2011,23,6,260427,139.987,4,0,9,-5.475,0.535,0.926
74enEN2WO8y91BWAXagreh,WHAT A FEELING,ALEX GAUDINO,ALEX GAUDINO,8,2011,24,3,284947,129.35,4,1,2,-6.163,0.658,0.923
38jPOB8WGIbBcTj4RutOwF,TURBULENCE,LAIDBACK LUKE,LAIDBACK LUKE,8,2011,25,16,228213,130.03,4,1,2,-1.794,0.702,0.942
7dAJBJpJXQMqreaeAixixF,MIAMI 2 IBIZA,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,8,2011,26,1,407000,127.976,4,0,11,-4.693,0.668,0.809
0BNyKP5Or3d9XG65zTn7VB,HELLO,MARTIN SOLVEIG,MARTIN SOLVEIG,8,2011,27,2,281390,127.993,4,1,3,-4.19,0.668,0.941
2IKmGF8mI9rN3Vyh75A0y6,WHO'S THAT CHICK,DAVID GUETTA,DAVID GUETTA,8,2011,28,1,275760,127.975,4,0,11,-8.546,0.785,0.376
0obBFrPYkSoBJbvHfUIhkv,SEXY AND I KNOW IT,LMFAO,LMFAO,8,2011,29,16,199480,129.986,4,1,7,-4.164,0.698,0.875
3XU0Yroic44ga05pKlGDy4,CMON,TIESTO,TIESTO,8,2011,30,1,245733,128.021,4,0,7,-6.824,0.722,0.92
6VaBbQLumvxiM0hY2UcOKl,BEAR HUG,2 BEARS,2 BEARS,8,2011,31,31,359160,124.011,4,1,7,-7.789,0.805,0.593
64I0O6ZipYryKte1cHA2EY,END CREDITS,CHASE,CHASE,8,2011,32,2,200600,175.064,4,0,1,-4.76,0.231,0.77
0eFDQdRfmpJ6nADyzsbb2M,ONE,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,8,2011,33,2,3765307,127.905,4,1,8,-5.667,0.726,0.843
2RTBAKK2aDoIWnVyCcYaB4,WE NO SPEAK AMERICANO,YOLANDA BE COOL,YOLANDA BE COOL,8,2011,35,1,178733,124.992,4,0,10,-6.594,0.912,0.686
5JwaKuFciGErKq01IHfC9u,LET YOU GO,CHASE,CHASE,8,2011,36,3,234920,131.703,4,0,10,-3.031,0.385,0.785
3hsBI1UxLFrIfYgfl56Nih,THE TIME,BLACK EYED PEAS,BLACK EYED PEAS,8,2011,37,1,307640,127.991,4,1,9,-7.76,0.826,0.796
0xIof5gmHjFY0t1eX7angP,ME AND YOU,NERO,NERO,8,2011,38,3,247480,144.124,4,1,0,-3.744,0.423,0.928
44WAYtpWSi47mk88OrjBng,MR SAXOBEAT,MR SAXOBEAT,MR SAXOBEAT,8,2011,39,31,195938,128.043,4,0,11,-5.824,0.675,0.96
7khKq9imin7Z4SWNcacxvR,BROKEN RECORD,KATY B,KATY B,8,2011,40,3,198587,129.931,4,1,0,-5.07,0.623,0.723
2lLFCl7O5GWhR6RcuC4VXd,FEEL SO CLOSE,CALVIN HARRIS,CALVIN HARRIS,9,2011,1,1,284813,140.038,4,1,2,-3.068,0.423,0.818
6JH56gZC7EJDcoxabVcWVL,LITTLE BAD GIRL,DAVID GUETTA,DAVID GUETTA,9,2011,3,2,190977,127.019,4,0,11,-2.698,0.675,0.842
4A7qcJp2Sg867JST1pSPJz,PROMISES,NERO,NERO,9,2011,4,1,257360,143.958,4,0,9,-4.271,0.491,0.944
2bf2YIN0GBbYqR6A9SaSXQ,CHANGED THE WAY YOU KISS ME,EXAMPLE,EXAMPLE,9,2011,6,1,193107,126.97,4,0,4,-3.778,0.576,0.842
569n4lm8WYwzedV63QLbSu,SUNLIGHT,MODESTEP,MODESTEP,9,2011,7,5,230120,138.593,4,1,0,-5.474,0.366,0.811
4Q6RvpoURA3pxuYf61owXN,BOUNCE,CALVIN HARRIS,CALVIN HARRIS,9,2011,8,2,235000,130.709,4,0,9,-4.156,0.807,0.947
3edtfOPItUNifLGYHIH1Oj,NIGHT OF YOUR LIFE,DAVID GUETTA,DAVID GUETTA,9,2011,9,9,221960,128.021,4,0,10,-5.803,0.741,0.704
3djPwpsQAnp8B8gC81e7fk,WHERE THEM GIRLS AT,DAVID GUETTA,DAVID GUETTA,9,2011,10,2,210081,129.902,4,0,0,-3.116,0.662,0.873
4zIaXqKCXZs02eB6jEe5Mf,MR SAXOBEAT,ALEXANDRA STAN,ALEXANDRA STAN,9,2011,11,1,195280,127.047,4,0,11,-4.162,0.711,0.928
4bxI9ChxEjVVqtFZmWRrR4,BEAUTIFUL PEOPLE,CHRIS BROWN,CHRIS BROWN,9,2011,12,2,226400,127.926,4,0,5,-5.373,0.632,0.795
0IkKz2J93C94Ei4BvDop7P,PARTY ROCK ANTHEM,LMFAO,LMFAO,9,2011,13,1,262173,130.024,4,1,1,-4.153,0.739,0.725
6jNM6fKx3WnyHbWBI9hs2r,CINEMA,BENNY BENASSI,BENNY BENASSI,9,2011,14,6,307987,145.085,4,0,6,-3.807,0.635,0.983
77TT8Xvx637TpzV8kKGkUw,TITANIUM,DAVID GUETTA,DAVID GUETTA,9,2011,15,4,245041,126.057,4,0,0,-3.641,0.599,0.803
0R7YVi7w41Dr9jU5vblAok,SWEAT,SNOOP DOGG,SNOOP DOGG,9,2011,16,2,195744,130.02,4,1,7,-5.636,0.813,0.732
012i4STkfLHBz3XbHaSQmU,DIRTY TALK,WYNTER GORDON,WYNTER GORDON,9,2011,17,6,465325,128.01,4,0,6,-8.476,0.799,0.434
2ubpo3KECcJcel60YSTPdQ,DON'T STOP THE PARTY,BLACK EYED PEAS,BLACK EYED PEAS,9,2011,18,6,367413,128.002,4,1,0,-6.058,0.877,0.739
04OxTCLGgDKfO0MMA2lcxv,BLIND FAITH,CHASE,CHASE,9,2011,19,1,233667,139.913,4,0,9,-4.694,0.454,0.854
2RTBAKK2aDoIWnVyCcYaB4,WE NO SPEAK AMERICANO,YOLANDA BE COOL,YOLANDA BE COOL,9,2011,20,1,178733,124.992,4,0,10,-6.594,0.912,0.686
288EugdWdu9RZNh8EYXV0n,CHAMPAGNE SHOWERS,LMFAO,LMFAO,9,2011,21,9,264080,130.047,4,0,7,-3.976,0.588,0.849
0xIof5gmHjFY0t1eX7angP,ME AND YOU,NERO,NERO,9,2011,22,3,247480,144.124,4,1,0,-3.744,0.423,0.928
5pwDME1hSmUZSYWHKwIfEC,WHEN LOVE TAKES OVER,DAVID GUETTA,DAVID GUETTA,9,2011,23,1,201560,129.951,4,1,11,-5.88,0.648,0.854
0BlGTqfeWoSOd0LId5imGt,HITZ,CHASE,CHASE,9,2011,24,11,188227,125.009,5,1,9,-3.615,0.425,0.913
65hRZOQkVjmBdusz1N7aOv,SAVE THE WORLD,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,9,2011,25,5,213338,126.879,4,1,0,-7.598,0.507,0.665
7dAJBJpJXQMqreaeAixixF,MIAMI 2 IBIZA,SWEDISH HOUSE MAFIA,SWEDISH HOUSE MAFIA,9,2011,27,1,407000,127.976,4,0,11,-4.693,0.668,0.809
2HOMVMnOukowkziBJZyf7o,TIME,CHASE,CHASE,9,2011,28,6,260427,139.987,4,0,9,-5.475,0.535,0.926
42Ww0qsGh21rjWeXwyitCY,LUNAR,DAVID GUETTA,DAVID GUETTA,9,2011,29,22,190000,127.948,4,1,6,-3.447,0.524,0.864
2IKmGF8mI9rN3Vyh75A0y6,WHO'S THAT CHICK,DAVID GUETTA,DAVID GUETTA,9,2011,30,1,275760,127.975,4,0,11,-8.546,0.785,0.376
5tGwVrXBhYGUIRQuQ1gvrQ,RUFFNECK,SKRILLEX,SKRILLEX,9,2011,31,31,226286,140.145,4,1,5,-1.64,0.646,0.97
74enEN2WO8y91BWAXagreh,WHAT A FEELING,ALEX GAUDINO,ALEX GAUDINO,9,2011,32,3,284947,129.35,4,1,2,-6.163,0.658,0.923
64I0O6ZipYryKte1cHA2EY,END CREDITS,CHASE,CHASE,9,2011,33,2,200600,175.064,4,0,1,-4.76,0.231,0.77
6eU60ONpRUQPIOiWaxfWOF,SUN IS UP,INNA,INNA,9,2011,34,5,224533,127.984,4,0,0,-3.763,0.793,0.882
0BNyKP5Or3d9XG65zTn7VB,HELLO,MARTIN SOLVEIG,MARTIN SOLVEIG,9,2011,35,2,281390,127.993,4,1,3,-4.19,0.668,0.941
7FZh3I56BkVHpodjxAJcIL,I NEED AIR,MAGNETIC MAN,MAGNETIC MAN,9,2011,37,3,256307,182.394,4,0,6,-5.173,0.318,0.836
3XU0Yroic44ga05pKlGDy4,C'MON,TIESTO,TIESTO,9,2011,38,1,245733,128.021,4,0,7,-6.824,0.722,0.92
1gTJIOpP63p5UL7DIhvpW6,EASY PLEASE ME,KATY B,KATY B,9,2011,40,10,235813,140.003,4,0,10,-5.258,0.757,0.74
2lLFCl7O5GWhR6RcuC4VXd,FEEL SO CLOSE,CALVIN HARRIS,CALVIN HARRIS,10,2011,1,1,284813,140.038,4,1,2,-3.068,0.423,0.818
6j3FBU8OVNAJ0axmcd3fsS,STAY AWAKE,EXAMPLE,EXAMPLE,10,2011,2,1,204196,134.886,4,0,9,-3.619,0.532,0.958
7rGMKCgeYXpBecQ1FPb3oc,WITHOUT YOU,DAVID GUETTA,DAVID GUETTA,10,2011,3,3,208135,127.882,4,1,2,-3.676,0.606,0.612
6JH56gZC7EJDcoxabVcWVL,LITTLE BAD GIRL,DAVID GUETTA,DAVID GUETTA,10,2011,5,2,190977,127.019,4,0,11,-2.698,0.675,0.842
2bf2YIN0GBbYqR6A9SaSXQ,CHANGED THE WAY YOU KISS ME,EXAMPLE,EXAMPLE,10,2011,6,1,193107,126.97,4,0,4,-3.778,0.576,0.842
2jb5Wg3OTKDfeyLZSbizou,CRY,BINGO PLAYERS,BINGO PLAYERS,10,2011,7,7,167845,125.953,4,0,4,-7.712,0.744,0.483
1VpQNXHEd6fKIC3wrz2LoF,GABRIEL,JOE GODDARD,JOE GODDARD,10,2011,9,9,336283,122.06,4,0,11,-10.491,0.724,0.508
3djPwpsQAnp8B8gC81e7fk,WHERE THEM GIRLS AT,DAVID GUETTA,DAVID GUETTA,10,2011,10,2,210081,129.902,4,0,0,-3.116,0.662,0.873
0IkKz2J93C94Ei4BvDop7P,PARTY ROCK ANTHEM,LMFAO,LMFAO,10,2011,11,1,262173,130.024,4,1,1,-4.153,0.739,0.725
